20070102,53600,54400,53300,53800,134224
20070103,54000,54100,52800,52800,155008
20070104,52900,53500,51800,52800,182157
20070105,53100,53100,51200,52800,115946
20070108,52100,52700,50800,51600,164710
20070109,51700,52600,51100,51600,215074
20070110,52500,54200,52300,54200,304289
20070111,53900,55500,53400,55000,128010
20070112,55500,55600,54000,54000,75241
20070115,54200,56200,54200,55600,124931
20070116,55700,56200,54800,55600,89942
20070117,55200,56100,53800,56000,98609
20070118,56000,56900,54900,56600,89931
20070119,56600,57600,55500,55500,130493
20070122,56200,56200,54400,55000,67143
20070123,54700,55600,53600,55400,176283
20070124,55500,56700,55500,56500,129094
20070125,57300,58200,56600,58000,168998
20070126,56800,58800,56800,58200,114925
20070129,58900,59300,57100,58200,89699
20070130,58200,59000,57600,58000,72936
20070131,58500,59500,58300,58700,113043
20070201,58900,59600,58900,59000,75081
20070202,59500,59700,57700,58500,269576
20070205,58500,59000,56100,57400,249588
20070206,56600,58400,56300,58400,222556
20070207,57000,57400,54500,55100,314786
20070208,54900,55700,52700,53600,262311
20070209,53200,53600,51900,52800,290482
20070212,52300,53300,52100,52600,201831
20070213,52300,53700,52300,53600,159942
20070214,54100,55900,53700,55500,192880
20070215,55600,55800,54200,55400,73846
20070216,55400,55400,53100,55000,97498
20070220,54200,54800,53600,53800,53958
20070221,54000,54200,53000,53300,86416
20070222,53300,53900,53300,53600,81459
20070223,53600,53800,52100,53200,152602
20070226,52700,53300,52300,53300,86909
20070227,52600,53100,52200,52700,109872
20070228,51100,52000,50300,52000,192211
20070302,51700,51700,50900,51700,140635
20070305,50500,51000,49200,49200,179838
20070306,48650,51000,48650,51000,157619
20070307,51600,52000,50400,52000,117322
20070308,51900,53500,51100,53100,193768
20070309,53000,54400,52700,54400,203161
20070312,54500,55100,53800,55100,179221
20070313,54800,55400,53800,55300,125109
20070314,53600,55600,53600,55200,127503
20070315,55500,59600,55500,58500,270622
20070316,58700,59200,57600,59000,198273
20070319,58900,59100,57800,59100,123711
20070320,58800,59000,57900,58500,75889
20070321,58900,60800,58800,60500,157406
20070322,60500,63200,60200,62600,222515
20070323,61700,63000,59400,63000,139006
20070326,62900,63400,61500,62700,69941
20070327,62800,62800,60200,61300,220977
20070328,60800,61000,58200,58700,199552
20070329,58500,60800,58200,60700,172401
20070330,60700,62000,59300,61900,69004
20070402,61000,62100,60000,61500,49463
20070403,61500,63000,61100,61300,105845
20070404,61400,64000,60700,63900,110913
20070405,63100,63900,62300,63900,87599
20070406,63900,65100,62600,63900,75119
20070409,63900,63900,62300,63900,76826
20070410,63600,63700,62100,62100,50134
20070411,62100,63400,61900,63200,97817
20070412,63200,65000,62400,65000,87065
20070413,64500,68100,63900,67600,165804
20070416,67000,67600,65100,67600,122160
20070417,67000,67000,65400,66500,95378
20070418,66500,66500,64800,65200,85670
20070419,65800,65800,62200,63700,175778
20070420,63600,69800,63500,68700,276957
20070423,69800,72500,69800,71000,215107
20070424,72000,73600,70700,72000,91113
20070425,72000,72000,68500,69300,157583
20070426,70500,70700,67200,68400,106549
20070427,67300,68400,65900,67600,104321
20070430,67300,70500,66400,70300,74693
20070502,69000,70500,68400,69900,98486
20070503,69900,70300,68900,69500,42835
20070504,69500,71500,68300,69900,67507
20070507,69600,71200,69000,71000,72975
20070508,71500,72100,68000,70000,113550
20070509,69200,69400,67500,69000,115059
20070510,69000,69100,66000,66600,208870
20070511,66000,66500,63000,66000,251099
20070514,65500,67900,65000,65500,132551
20070515,65000,66600,64500,64700,81023
20070516,65500,67400,65200,66500,221570
20070517,67700,71100,66900,70500,311145
20070518,70000,70700,67300,70300,150636
20070521,69500,70200,67500,67500,77143
20070522,68100,68400,65400,66500,179560
20070523,66500,68800,66500,68800,132650
20070525,69000,70300,68100,69800,88767
20070528,70000,70000,68000,69800,77937
20070529,69400,72000,68500,71500,171486
20070530,71700,71700,69200,70000,131530
20070531,70100,74800,70100,74800,282420
20070601,74500,77200,73200,74900,289243
20070604,75000,76900,73300,76800,150021
20070605,74500,77600,74300,76500,144106
20070607,75300,79000,75100,78300,158371
20070608,77200,82100,77100,81600,246531
20070611,81000,83400,80600,81400,170738
20070612,81100,86500,81100,86000,198140
20070613,85100,89900,84600,86000,225041
20070614,87000,88500,84700,88500,191761
20070615,87000,88000,84400,85900,173177
20070618,85000,86200,83400,85900,139371
20070619,86500,88000,84600,86700,171208
20070620,87000,89500,86600,87000,150413
20070621,87000,88100,85300,86500,35056
20070622,86000,87300,84400,86500,55353
20070625,87500,88400,85400,85400,73977
20070626,85800,86400,83000,84000,159507
20070627,84000,85800,83300,84400,56127
20070628,84100,86500,82900,86300,113843
20070629,86600,88500,86100,88400,80991
20070702,87000,87100,82800,83500,178514
20070703,84000,85200,82500,83900,119204
20070704,84500,85200,83500,84100,76339
20070705,84000,85000,83600,83900,52166
20070706,83900,84600,81800,82200,90956
20070709,82000,82400,79300,80000,135755
20070710,80100,83100,80000,83100,282106
20070711,83100,88500,82000,86500,318345
20070712,88300,88300,83600,84700,157746
20070713,87000,87500,81700,83200,272358
20070716,83200,84100,78300,80200,228198
20070718,80300,80400,79000,79000,87185
20070719,78700,79700,77900,79200,111942
20070720,79200,81300,79100,80600,132323
20070723,80000,81300,78000,78500,126972
20070724,77500,77900,74300,75000,236456
20070725,74300,77500,74300,77200,118612
20070726,77000,77500,76000,76000,85125
20070727,74800,74800,72800,74400,84332
20070730,74400,75000,73100,74800,69537
20070731,74200,76200,73300,76100,52143
20070801,75000,76000,72500,73000,80060
20070802,73200,76100,72200,72200,93563
20070803,72600,75300,72600,75100,88591
20070806,74200,74200,71700,74000,87278
20070807,74100,74900,72100,73900,72222
20070808,74800,75800,72200,73900,157459
20070809,74500,75000,72700,74600,119061
20070810,74000,75400,70900,71600,170102
20070813,71800,73600,70200,72000,80783
20070814,71400,72400,70300,71300,57765
20070816,70400,72900,65000,69400,138244
20070817,69100,69300,64700,66100,86132
20070820,67000,71200,67000,71200,118865
20070821,71000,73400,69600,72000,64497
20070822,73000,73000,71200,72200,50112
20070823,72700,74500,72600,73800,73303
20070824,73700,73700,71600,72400,42755
20070827,72800,74400,72500,72600,31505
20070828,71700,72500,70600,71600,87988
20070829,70000,82300,69700,74000,112315
20070830,74000,74500,71600,73700,128905
20070831,74300,78200,74300,78000,248903
20070903,79000,79500,77700,79200,71773
20070904,79200,79400,77500,77500,63529
20070905,78700,79700,76100,78000,119477
20070906,77400,80100,76900,80000,127414
20070907,80000,81400,79500,81000,106647
20070910,79900,80000,77400,79500,82402
20070911,79500,79500,76800,76800,113802
