20070102,24500,24500,23625,23975,170937
20070103,23888,23975,22925,23275,176982
20070104,23275,23363,22488,22663,256548
20070105,22488,23100,21963,22400,218411
20070108,22138,22750,22050,22400,226308
20070109,22750,22750,21875,22225,213537
20070110,22225,22313,21350,22050,261897
20070111,21875,22925,21875,22663,249388
20070112,22925,22925,22575,22750,214885
20070115,22925,24238,22663,24238,393611
20070116,24325,24325,23275,23275,311782
20070117,23188,23188,22225,22400,298348
20070118,22138,22663,21788,22400,258314
20070119,22400,22400,21963,21963,126937
20070122,21963,22225,21175,21613,217845
20070123,21263,22138,21263,21963,142691
20070124,21788,22575,21788,22488,283685
20070125,22575,22750,22400,22488,94188
20070126,22313,22838,22050,22750,118028
20070129,23100,23100,22313,22750,105342
20070130,22750,22750,21875,21963,176462
20070131,22050,22313,21263,21263,278405
20070201,21175,21350,20563,21263,498188
20070202,21263,21700,21263,21525,254091
20070205,21700,21875,21000,21263,477040
20070206,21088,21175,20738,20738,274365
20070207,20650,21000,20475,20913,275165
20070208,21000,21438,20913,21350,188297
20070209,21350,21700,21263,21350,205165
20070212,21350,21350,20738,21175,190068
20070213,20913,21000,20038,20213,745680
20070214,20300,20563,20125,20300,239914
20070215,20388,20388,19338,19513,464211
20070216,18900,19863,18725,19863,1194862
20070220,19775,20300,19688,19950,316965
20070221,19775,20213,19600,19775,257411
20070222,19688,19775,19075,19250,700125
20070223,19338,19513,19250,19513,542651
20070226,19600,20913,19338,20913,608925
20070227,20825,21000,20300,20388,310531
20070228,19338,20213,19338,20213,465708
20070302,20300,20475,19338,19600,668508
20070305,19425,19513,18200,18288,644662
20070306,18288,18638,18025,18200,720942
20070307,18550,19513,18463,19163,501097
20070308,19250,20125,19250,19775,503217
20070309,20388,21000,19950,21000,667440
20070312,21000,21438,20388,21438,422125
20070313,21525,22050,20913,21875,503760
20070314,21263,21438,21000,21350,252405
20070315,21438,21700,20913,21700,337365
20070316,21700,21700,21000,21000,240205
20070319,20650,21175,20650,21000,172760
20070320,21088,21350,20388,20650,224805
20070321,20650,21088,20388,20650,204822
20070322,20825,21350,20563,21350,269085
20070323,21350,21350,20563,20913,235462
20070326,21000,21175,20738,20825,121914
20070327,20825,20913,20388,20475,256514
20070328,20563,20825,19863,19950,246165
20070329,20125,20825,19863,20738,236337
20070330,20913,21263,20563,21263,376177
20070402,21350,22313,20563,20563,542194
20070403,20125,20213,19250,19513,737982
20070404,19600,19863,19075,19600,761891
20070405,19950,19950,19250,19250,687217
20070406,19338,19950,19338,19775,547828
20070409,20125,20388,19775,19863,485154
20070410,19863,20388,19775,20038,360262
20070411,20213,20213,19775,19775,323165
20070412,19775,20213,19513,20213,310594
20070413,20213,20388,19775,20388,348360
20070416,20650,20825,20388,20650,280765
20070417,20650,21613,20300,21438,799371
20070418,21613,21613,20913,21088,440965
20070419,21525,22050,21088,22050,612217
20070420,22400,22750,21788,22663,389525
20070423,22838,23100,22225,22400,457360
20070424,22138,22400,21088,21088,691394
20070425,21175,21175,19863,20825,910554
20070426,21175,21350,20563,21350,422405
20070427,21525,21525,20738,21088,236028
20070430,21263,21700,20825,21613,363148
20070502,21613,22925,21350,22575,627142
20070503,23100,23188,22400,22575,382760
20070504,22750,23013,22400,22663,308817
20070507,22663,22838,22225,22663,185154
20070508,22750,22750,21875,21963,230857
20070509,21875,22313,21525,21963,331354
20070510,21700,21963,21175,21175,400051
20070511,21000,21700,21000,21613,262720
20070514,21788,21963,21438,21788,194051
20070515,21613,21700,21088,21175,201800
20070516,21175,21525,21175,21525,140588
20070517,21700,21788,21175,21525,260428
20070518,21263,21438,21088,21263,197365
20070521,21175,23100,21000,22838,644794
20070522,22750,22838,22225,22663,316560
20070523,23100,24238,23013,23975,699000
20070525,24150,25200,23888,24150,581085
20070528,24413,25025,23888,24850,450388
20070529,25025,26425,24850,26425,777840
20070530,26250,26250,25463,26075,482954
20070531,26513,26600,25375,26075,418302
20070601,26075,26075,25025,25200,481897
20070604,25113,25638,24413,25288,342588
20070605,25200,25988,24938,25025,274045
20070607,24588,25638,24588,25638,301708
20070608,25638,25988,25025,25200,315400
20070611,25288,26163,25113,25113,299377
20070612,25200,25638,24938,25200,217571
20070613,25288,26600,24850,26425,492760
20070614,26600,27038,26075,26600,377874
20070615,26600,26688,25900,26075,275074
20070618,26250,28175,26250,27738,512497
20070619,28000,28000,26513,26688,415760
20070620,26688,26775,25113,25463,521617
20070621,25200,25988,25113,25375,203125
20070622,25638,25900,24325,24675,406880
20070625,24413,24675,23888,24238,296577
20070626,23975,24763,23975,24325,212725
20070627,24325,24850,24238,24588,204942
20070628,24588,25463,24413,25375,206622
20070629,25375,25550,24763,24850,200822
20070702,24588,25550,24500,25550,142251
20070703,25725,26250,25550,25900,210057
20070704,26163,26163,25288,25375,490154
20070705,25375,25725,25025,25375,270714
20070706,25200,25550,24325,24413,371925
20070709,24588,25200,24588,25025,216497
20070710,25025,25375,24675,25288,255102
20070711,25200,26163,25113,25900,497857
20070712,26075,26250,25463,25725,328782
20070713,25813,26163,25375,25725,384034
20070716,25988,26075,24763,25113,410422
20070718,25200,25550,24763,24850,378920
20070719,25025,25200,24763,25025,322342
20070720,25288,26863,25113,26863,1061720
20070723,26600,27125,26250,26775,353645
20070724,26775,28000,26250,27650,587228
20070725,26950,27913,26075,26775,380068
20070726,27038,27825,26775,26775,382194
20070727,26513,26600,25638,26075,310011
20070730,25550,26425,25550,25900,172680
20070731,25900,26250,25375,26163,229874
20070801,25900,26163,24850,25025,255177
20070802,25459,25546,24584,25371,260450
20070803,25371,26071,24934,25809,196417
20070806,25196,25546,24846,25021,214626
20070807,25634,25896,25371,25721,168253
20070808,25546,26509,25546,26421,161886
20070809,26684,27296,26421,26509,241956
20070810,25721,26071,25371,25721,176094
20070813,25546,26246,25546,26159,131270
20070814,25721,25984,24671,25459,173517
20070816,24409,24759,23621,24321,282196
20070817,24409,24409,22222,23272,321202
20070820,23359,24146,23272,24146,184758
20070821,23884,24146,23447,24059,191388
20070822,23709,24584,23621,24409,300187
20070823,24584,25459,24584,25459,283670
20070824,25284,25459,24934,25371,248499
20070827,25459,26596,25459,26071,320482
20070828,25809,26946,25721,26946,284716
20070829,25896,26421,25896,26334,188628
20070830,26509,26858,25984,26334,251454
20070831,26334,26946,26071,26771,217403
20070903,26858,26858,26071,26159,188988
20070904,26334,26771,25984,26771,181249
20070905,26596,26946,25546,25634,224947
20070906,25634,25809,24934,25721,284842
20070907,25721,26071,25109,25196,257152
20070910,24671,25196,24584,24846,140420
20070911,25196,25196,24671,24759,79034
20070912,24759,25109,23971,23971,304702
20070913,24321,24409,23447,23796,283253
20070914,24146,24671,24059,24496,281636
20070917,24409,24671,24059,24234,185581
20070918,24584,24846,24146,24146,126190
20070919,24759,25109,24671,24846,206002
20070920,24846,24934,24496,24759,134945
20070921,24584,24671,24321,24496,198858
20070927,24496,25371,24496,25284,151959
20070928,25109,25284,24234,24234,181575
20071001,24321,25021,24321,24671,170088
20071002,24759,25459,24759,25196,190045
20071004,25371,25984,25109,25896,417976
20071005,25371,25896,25284,25634,276584
20071008,25809,25809,24234,24496,442740
20071009,24496,24671,24146,24234,163555
20071010,24409,24671,24146,24234,176666
20071011,24234,24496,23884,23971,340816
20071012,23796,23971,22922,22922,765502
20071015,23184,24321,23184,24321,325448
20071016,23884,24496,23621,23621,286808
20071017,24059,24146,22659,23272,261170
20071018,23097,24146,23009,23884,243704
20071019,23447,24059,23097,23534,157194
20071022,22484,23534,22397,23097,170133
20071023,23097,23971,22747,23709,168739
20071024,23534,23621,22834,22834,172820
20071025,23009,23359,22747,23009,117034
20071026,22659,23447,22484,23447,131488
20071029,23709,23796,23097,23709,91905
20071030,23272,23884,23272,23796,142472
20071031,23447,23971,23447,23884,170196
20071101,23884,24059,23359,24059,206425
20071102,23534,24934,23534,24846,398465
20071105,24496,28083,24146,27121,1188674
20071106,27908,31145,26858,31145,1390549
20071107,31845,32020,29833,29921,695457
20071108,29746,30096,28521,29221,1314441
20071109,30270,32720,29396,32195,1239373
20071112,31670,33770,31670,33333,478168
20071113,32895,32983,30008,31583,671179
20071114,32108,32370,30620,31233,353955
20071115,31495,31933,29308,29308,247225
20071116,28871,29483,27908,28958,238229
20071119,29308,30620,28258,29483,199658
20071120,29133,29133,27733,28696,260473
20071121,28346,28521,27733,27996,253649
20071122,27646,29746,27646,29746,245013
20071123,29746,30358,26509,28521,386000
20071126,29308,30008,27733,30008,201521
20071127,28871,29746,28608,29221,174591
20071128,29833,30445,28083,28083,286442
20071129,28433,29571,27996,27996,253157
20071130,28521,29133,27208,27208,676317
20071203,27383,27646,26946,27383,430892
20071204,27646,27996,27208,27908,409901
20071205,27646,28346,27471,28346,237686
20071206,28433,28433,27646,28083,235703
20071207,28171,28783,27733,27908,267868
20071210,27996,28958,27996,28696,291300
20071211,28871,29133,28171,28871,162949
20071212,28696,29746,28696,29746,368900
20071213,29483,29746,28783,28783,267754
20071214,29046,29571,28346,29571,169505
20071217,29046,29746,28696,28871,140620
20071218,28696,28696,28083,28433,194954
20071220,28871,29133,28171,28521,122481
20071221,28433,29396,28433,29396,118629
20071224,29046,29571,28871,29571,216952
20071226,29571,29658,29046,29221,153199
20071227,29862,30136,29220,29770,87680
20071228,29404,30411,29404,30411,122593
20080102,29770,30320,28854,28854,109137
20080103,29220,29678,28762,29312,145546
20080104,29129,29678,28671,29312,152920
20080107,29129,29129,28121,28213,176365
20080108,28304,29495,28304,29312,247587
20080109,28946,30320,28854,30228,410459
20080110,30228,30411,29312,29312,168728
20080111,30136,30136,27938,27938,276730
20080114,28121,29220,28030,28579,263002
20080115,28854,29678,28121,29220,267451
20080116,29312,29770,28671,29220,279929
20080117,29312,29770,28396,29312,192702
20080118,29312,29953,28579,29953,138870
20080121,29312,30045,28762,29312,244891
20080122,28396,29129,27297,28030,274727
20080123,28579,28579,26747,27114,272085
20080124,27480,27755,25556,26564,434547
20080125,26930,27572,26289,27572,234487
20080128,27663,27663,25648,25648,106255
20080129,26106,27114,26014,26839,292631
20080130,26381,26930,26289,26839,147227
20080131,27205,27297,25923,26564,265076
20080201,26564,27297,25831,26930,228783
20080204,26564,28030,26472,28030,152336
20080205,27205,28030,27205,27480,88215
20080211,28121,29129,27663,28121,443860
20080212,28213,29312,27114,28579,292959
20080213,28304,29312,28030,29129,234962
20080214,28762,29220,28579,29129,101752
20080215,28671,29129,28304,29129,134781
20080218,29404,29862,28854,29312,136354
20080219,29770,29862,28854,29037,126190
20080220,28854,29495,27938,27938,128138
20080221,28213,29312,27938,28946,263625
20080222,28762,29312,28213,28579,149410
20080225,29678,30228,29312,29862,202691
20080226,29587,30503,29312,29862,128384
20080227,30320,31602,30320,31144,422686
20080228,30778,31144,30228,31144,113264
20080229,30503,31052,29404,30503,209956
20080303,29678,30045,29129,29220,109072
20080304,29862,29862,29129,29678,94983
20080305,29862,30869,29678,30778,60524
20080306,30778,31510,30411,31144,107674
20080307,31144,32701,30411,30869,468297
20080310,30411,31236,29678,30136,211703
20080311,30136,30503,28946,30503,234585
20080312,30594,30869,30045,30228,109328
20080313,30320,30869,29862,29862,210699
20080314,30136,30228,28396,29953,269394
20080317,29953,29953,28762,28854,179394
20080318,28946,30411,28946,30045,152560
20080319,30778,31144,29770,30594,245104
20080320,30594,31144,29953,31144,103515
20080321,31052,31144,29770,29770,217544
20080324,29678,29770,29037,29129,339645
20080325,29587,29587,28488,28488,309984
20080326,28671,29220,28671,29220,200093
20080327,29220,29404,28488,28946,222609
20080328,28671,29129,28671,28671,192789
20080331,28671,28946,28396,28579,155371
20080401,29129,29129,28488,28671,165726
20080402,29037,29129,28304,28488,291971
20080403,28671,29037,28488,28671,177287
20080404,28671,28671,28121,28304,193575
20080407,28488,29220,28304,28762,167200
20080408,28854,29129,28213,28671,196785
20080410,28488,28854,28121,28854,174978
20080411,28579,29129,28213,28213,290633
20080414,28121,28579,27846,28213,192784
20080415,28671,28946,28121,28946,186921
20080416,29220,29862,29037,29862,259427
20080417,30045,30045,29587,30045,178968
20080418,30045,30228,29678,29953,75889
20080421,29953,30228,29678,30136,81479
20080422,29862,30320,29404,30045,124623
20080423,30045,30869,29862,30778,143941
20080424,30503,30961,30320,30778,90496
20080425,30961,31510,30686,31144,161468
20080428,30778,31327,30778,31144,126583
20080429,30594,30961,30320,30411,99377
20080430,30136,31236,30045,31052,208384
20080502,31052,32152,30961,31968,219934
20080506,31968,32152,31419,32060,151490
20080507,32243,32976,31419,32335,245862
20080508,32060,32426,31510,31968,100453
20080509,32060,32060,30961,31327,143832
20080513,31144,31327,29862,30045,242314
20080514,29678,29770,28396,28396,279514
20080515,28579,29678,28579,29587,306261
20080516,29678,30320,29129,30045,152047
20080519,29587,30136,29129,29220,155802
20080520,29129,29404,27755,28488,386447
20080521,28213,28579,27938,28488,208330
20080522,27938,29220,27846,29220,203089
20080523,28762,29220,28030,28030,281174
20080526,28030,28304,27022,27205,267631
20080527,27114,27572,27114,27205,229039
20080528,27205,27572,26656,26747,522053
20080529,26839,27480,26839,27114,381611
20080530,27114,27205,26198,26198,746770
20080602,26198,27022,26106,26564,243466
20080603,26381,27663,26289,27572,252276
20080604,27480,28396,27022,28030,285562
20080605,27663,28396,27480,28304,226004
20080609,27480,28854,27297,28671,275710
20080610,28671,28671,27755,28488,220655
20080611,28121,28762,27480,28304,185835
20080612,27846,28304,26747,26747,325022
20080613,26747,26930,26106,26564,280764
20080616,26747,27114,26289,26564,149519
20080617,27022,27755,26564,27572,169143
